id,words,syllables,syllables_per_word,word_letter_count,characters,characters_spaces,alphanumeric,alpha,articles,sentences,sentence_len_stdev,min_words_per_sentence,max_words_per_sentence,avg_words_per_sentence,words_per_sentence_stdev,syllables_per_sentence,letters_per_sentence,paragraphs,word_per_paragraph,pages_paperback,pages_a4,to_be_verbs,contractions,pauses,words_between_pauses,pauses_per_sentence,syllables_between_pauses,questions,question_sentence_ratio,unique_words,pronouns,first_person_pronouns,second_person_pronouns,third_person_pronouns,prepositions,cliches,similes
16287,62176,98718,1.59,4.61,297592,361881,286906,286771,5586,2474,94.4,1,273,25.13,0.1,39.9,115.91,546,113.88,155.44,88.82,2353,235,5700,10.91,2.3,17.32,93,0.0376,7971,5433,36,11,51,12019,14,50
16317,159385,247590,1.55,4.57,760510,940455,728757,724647,14383,9229,98.73,1,1276,17.27,0.12,26.83,78.52,3320,48.01,398.46,227.69,5873,693,14462,11.02,1.57,17.12,732,0.0793,15100,13483,25,19,55,28861,24,105
16328,39169,58729,1.5,4.69,198505,273462,183567,180366,3560,2877,109.87,1,411,13.61,0.02,20.41,62.69,1503,26.06,97.92,55.96,1020,392,5668,6.91,1.97,10.36,22,0.0076,6957,3091,21,2,76,6013,3,3
16341,50359,69529,1.38,4.36,230208,287507,219633,219592,5034,2065,101.06,1,160,24.39,0.13,33.67,106.34,1156,43.56,125.9,71.94,986,539,6369,7.91,3.08,10.92,110,0.0533,7218,4189,30,1,68,7613,4,11
16406,112104,172337,1.54,4.48,520301,639025,502090,498401,9990,5199,86.81,1,335,21.56,0.18,33.15,95.86,1520,73.75,280.26,160.15,5426,187,10171,11.02,1.96,16.94,619,0.1191,6254,10160,41,0,58,21520,13,72
16436,66595,90357,1.36,4.21,297371,421483,280293,277446,6382,3755,111.56,1,863,17.74,14.07,24.06,73.89,2250,29.6,166.49,95.14,1759,1021,9656,6.9,2.57,9.36,250,0.0666,9075,6612,35,5,58,10014,15,25
16501,83193,132567,1.59,4.49,386177,471342,373630,372181,6263,3044,203.33,1,730,27.33,0.05,43.55,122.27,991,83.95,207.98,118.85,2766,92,6773,12.28,2.23,19.57,16,0.0053,8613,5868,17,6,76,12186,0,34
16531,31433,48532,1.54,4.58,151403,184695,144112,142878,3139,1569,117.06,1,316,20.03,0.56,30.93,91.06,369,85.18,78.58,44.9,1253,403,3831,8.2,2.44,12.66,3,0.0019,5511,1953,12,1,86,6110,3,18
16643,92772,142346,1.53,4.53,441789,537732,420646,415289,8597,5293,83.05,1,211,17.53,0.03,26.89,78.46,1238,74.94,231.93,132.53,3579,334,12856,7.22,2.43,11.07,265,0.0501,11224,7897,30,5,64,16448,18,75
16653,153907,248107,1.61,4.73,764093,926550,728654,722659,15878,7692,90.72,1,255,20.01,0.22,32.26,93.95,2219,69.36,384.77,219.87,6215,452,19115,8.05,2.49,12.98,92,0.012,12762,10326,12,0,87,28647,10,71
16659,65523,97567,1.49,4.47,312787,390418,293114,290860,5337,5249,103.29,1,1036,12.48,0.15,18.59,55.41,2689,24.37,163.81,93.6,2194,1011,7997,8.19,1.52,12.2,344,0.0655,8916,6853,27,15,56,9923,7,25
16713,167953,224122,1.33,3.99,731736,939490,669548,646195,15342,11437,94.5,1,2110,14.69,0.07,19.6,56.5,5611,29.93,419.88,239.93,7060,550,19614,8.56,1.71,11.43,528,0.0462,8570,9169,32,14,53,26790,18,120
16726,54108,83043,1.53,4.57,257769,313148,247126,247106,4962,3171,76.83,1,126,17.06,0.05,26.19,77.93,839,64.49,135.27,77.3,1604,210,5129,10.55,1.62,16.19,144,0.0454,6823,6197,6,4,89,9704,8,23
16751,138111,206420,1.49,4.45,646384,804524,614809,609770,12341,8685,91.77,1,288,15.9,0.29,23.77,70.21,2660,51.92,345.28,197.3,4991,908,18027,7.66,2.08,11.45,500,0.0576,15318,13138,23,6,69,24395,19,83
16764,94801,143452,1.51,4.44,437821,535630,420812,417188,9271,5953,109.78,1,177,15.92,2.33,24.1,70.08,919,103.16,237,135.43,2794,69,10197,9.3,1.71,14.07,16,0.0027,6268,9390,17,2,80,19277,9,102
16772,107314,150562,1.4,4.11,463676,574577,440994,438562,6650,6154,76.35,1,393,17.44,0.04,24.47,71.26,1766,60.77,268.29,153.31,3969,260,11495,9.33,1.87,13.1,278,0.0452,7718,16615,56,6,36,18130,10,47
16780,1484,2581,1.74,5.04,7666,10026,7485,7473,101,40,235.33,4,329,37.1,52.46,64.53,186.82,27,54.96,3.71,2.12,32,0,136,10.83,3.4,18.84,0,0,626,153,36,0,63,296,0,0
16831,46156,67436,1.46,4.35,211484,259104,200901,200203,3061,1282,185.46,1,319,36,1.4,52.6,156.16,307,150.35,115.39,65.94,1994,1182,5490,8.41,4.28,12.28,26,0.0203,4391,5114,9,2,87,8241,3,20
16865,42381,59430,1.4,4.13,184520,231132,174907,174718,3425,2846,97.12,1,1739,14.89,0.04,20.88,61.39,1822,23.26,105.95,60.54,1562,137,5922,7.16,2.08,10.03,474,0.1665,4077,6000,28,16,55,7301,9,57
16927,118698,182203,1.54,4.59,570672,709790,544417,530621,10862,7635,74.06,1,282,15.55,0.15,23.86,69.5,2535,46.82,296.75,169.57,4025,582,15114,7.85,1.98,12.05,94,0.0123,10332,10665,11,3,84,20707,19,51
16966,171203,259591,1.52,4.45,802624,993821,762215,755043,13494,8816,101.32,1,575,19.42,0.03,29.45,85.64,2500,68.48,428.01,244.58,7154,1734,19766,8.66,2.24,13.13,501,0.0568,12260,16467,23,2,74,30119,18,103
17090,37488,57891,1.54,4.48,172665,212165,168057,167617,3154,1403,95.37,1,251,26.72,0.48,41.26,119.47,479,78.26,93.72,53.55,1594,103,2463,15.21,1.76,23.49,22,0.0157,4442,3712,49,4,45,7119,8,26
17135,1120,1592,1.42,4.27,5043,6322,4781,4735,104,60,115.33,1,130,18.67,1.41,26.53,78.92,51,21.96,2.8,1.6,32,2,146,7.62,2.43,10.83,3,0.05,433,129,16,0,83,226,0,1
17147,189201,296967,1.57,4.54,888850,1085559,858982,852934,15345,7576,111.65,1,865,24.97,1.69,39.2,112.58,1067,177.32,473,270.29,8687,418,17115,11.05,2.26,17.35,316,0.0417,11751,15604,24,1,73,34193,9,127
17192,7169,11287,1.57,4.63,35330,45471,33186,33148,662,380,88.23,1,141,18.87,0.61,29.7,87.23,159,45.09,17.92,10.24,214,64,1143,6.27,3.01,9.87,10,0.0263,2091,562,37,2,60,1208,0,4
17195,2649,4015,1.52,4.37,12203,14998,11584,11578,230,128,85.45,1,92,20.7,1.32,31.37,90.45,90,29.43,6.62,3.78,124,17,353,7.48,2.76,11.34,20,0.1563,890,227,26,17,55,495,4,1
17208,18430,25474,1.38,4.15,80079,99542,76467,76394,1430,805,91.78,1,456,22.89,0.07,31.64,94.9,430,42.86,46.08,26.33,624,83,2368,7.78,2.94,10.75,51,0.0634,2583,3178,12,8,78,3154,1,31
17306,116988,187085,1.6,4.78,581172,705655,559784,554126,12538,4278,124.82,1,622,27.35,0.18,43.73,129.53,652,179.43,292.47,167.13,4066,244,13308,8.79,3.11,14.06,111,0.0259,9820,6466,13,1,85,22724,18,104
17314,53678,73905,1.38,4.17,239505,297201,223842,223655,4214,3596,76.02,1,852,14.93,0.6,20.55,62.2,1613,33.28,134.19,76.68,2307,1287,7177,7.48,2,10.3,289,0.0804,5694,6733,22,16,61,8488,14,86
17321,114237,180211,1.58,4.64,546561,663102,529660,528457,13718,4241,102.91,1,203,26.94,0.06,42.49,124.61,790,144.6,285.59,163.2,4955,0,8597,13.29,2.03,20.96,45,0.0106,9245,6942,15,0,83,23331,11,62
17366,45573,68835,1.51,4.4,210263,260537,200737,199981,3824,2316,93.54,1,476,19.68,0.89,29.72,86.35,848,53.74,113.93,65.1,2154,168,5277,8.63,2.28,13.04,140,0.0604,5003,3565,16,14,69,8355,5,41
17460,275287,377366,1.37,4.06,1173287,1453963,1118543,1117866,18703,10579,90.39,1,186,26.02,0.03,35.67,105.67,3792,72.6,688.22,393.27,9297,1162,32891,8.37,3.11,11.47,723,0.0683,15235,36596,45,6,47,50721,49,310
17502,17458,27982,1.6,4.62,84338,102440,80741,80262,1923,1130,85.67,1,129,15.45,1.67,24.76,71.03,309,56.5,43.65,24.94,886,37,1874,9.31,1.66,14.92,2,0.0018,2693,692,16,0,82,3323,4,21
17611,501199,773862,1.54,4.41,2328788,2838013,2207966,2193842,47994,29935,83.87,1,151,16.74,0.01,25.85,73.29,8785,57.05,1253,716,32028,763,65232,7.68,2.18,11.86,1212,0.0405,8536,27271,16,0,83,95817,7,127
17700,123571,186724,1.51,4.6,620095,767709,568553,532977,10773,14390,90.01,1,801,8.59,0.18,12.98,37.04,3507,35.24,308.93,176.53,3155,214,23929,5.16,1.66,7.8,77,0.0054,7907,3396,26,2,71,21385,11,54
17701,55699,84778,1.52,4.49,260889,322435,250063,248520,4486,2187,115.86,1,211,25.47,0.24,38.76,113.64,759,73.38,139.25,79.57,1993,0,5798,9.6,2.65,14.62,20,0.0091,6984,6569,13,6,79,10349,5,56
17731,53841,80085,1.49,4.48,256576,310814,241021,241001,5303,4154,68.55,1,130,12.96,0.06,19.28,58.02,277,194.37,134.6,76.92,1207,508,4907,10.97,1.18,16.32,272,0.0655,7984,5327,21,7,71,10750,8,45
17774,59829,95867,1.6,4.64,288529,349895,277735,276501,5959,1992,174.32,1,292,30.03,0.04,48.13,138.81,495,120.87,149.57,85.47,2789,86,7707,7.76,3.87,12.44,24,0.012,6497,3962,27,0,72,11951,8,50
17797,51641,78085,1.51,4.43,238539,297076,228971,228229,3713,2313,108.39,1,315,22.33,0.48,33.76,98.67,590,87.53,129.1,73.77,2294,291,4512,11.44,1.95,17.3,63,0.0272,6928,6172,28,8,62,9728,4,35
17824,1168,1644,1.41,4.29,5406,7018,5016,5016,63,75,66.42,1,347,15.57,4.13,21.92,66.88,87,13.43,2.92,1.67,29,32,219,5.31,2.92,7.47,6,0.08,288,149,20,22,56,129,0,0
17845,299905,466154,1.55,4.58,1436854,1771669,1373933,1362198,27226,13989,126.11,1,685,21.44,0.05,33.32,97.38,3584,83.68,749.76,428.44,12001,938,40511,7.4,2.9,11.51,482,0.0345,16118,29344,17,3,78,57524,25,146
17851,27313,39425,1.44,4.21,120040,150095,114859,114525,1893,1146,104.01,1,228,23.83,0.06,34.4,99.93,251,108.82,68.28,39.02,1046,163,2806,9.73,2.45,14.05,43,0.0375,3844,4075,48,1,50,5156,3,26
17860,37087,50551,1.36,4.13,159980,198532,153141,153069,3557,2060,70.89,1,418,18,0.07,24.54,74.31,651,56.97,92.72,52.98,1403,195,3028,12.24,1.47,16.69,122,0.0592,4360,5056,14,8,76,6132,8,55
17897,503531,762522,1.51,4.34,2316978,2828794,2186127,2168010,47104,32017,81.86,1,146,15.73,0.07,23.82,67.71,9126,55.18,1258.83,719.33,29937,1226,69554,7.24,2.17,10.96,1252,0.0391,9691,26367,16,1,82,98231,7,109
17957,30099,46258,1.54,4.47,144703,177990,134619,133544,2529,2024,107.64,1,320,14.87,1.78,22.85,65.98,613,49.1,75.25,43,1087,0,3702,8.13,1.83,12.49,62,0.0306,5511,2248,27,3,68,5764,5,12
17976,116987,178018,1.52,4.47,545082,669676,523222,517782,9237,6410,81.87,1,862,18.25,0.16,27.77,80.78,2135,54.79,292.47,167.12,4902,524,11578,10.1,1.81,15.37,138,0.0215,9844,12493,50,4,44,20482,27,56
18155,1045,1371,1.31,3.95,4499,5707,4125,4082,98,64,70.42,1,99,16.33,12.65,21.42,63.78,64,16.33,2.61,1.49,21,13,245,4.25,3.83,5.57,9,0.1406,267,123,24,14,60,140,0,0
18226,15970,21679,1.36,4.06,68357,85419,64865,64761,997,899,76.54,1,154,17.76,0.17,24.11,72.04,313,51.02,39.92,22.81,598,207,1892,8.44,2.1,11.45,59,0.0656,2393,2076,49,7,43,2531,2,9
18241,9699,15388,1.59,4.66,47088,57701,45153,45064,1086,612,95.13,1,121,15.85,1.33,25.14,73.63,363,26.72,24.25,13.86,384,14,886,10.93,1.45,17.35,3,0.0049,2177,392,4,11,84,1991,1,3
18247,174557,270579,1.55,4.54,824552,1000723,792904,792795,14505,7047,94.69,1,183,24.77,0.05,38.4,112.5,1267,137.77,436.39,249.37,5432,527,20345,8.58,2.89,13.3,441,0.0626,14134,23584,41,4,54,31260,22,45
18251,103491,161378,1.56,4.7,576598,756067,486457,476787,5760,12636,103.54,1,1489,8.19,0.75,12.77,37.73,4063,25.47,258.73,147.84,2469,0,27903,3.71,2.21,5.78,641,0.0507,11622,2126,31,11,57,8586,1,11
18253,85355,133573,1.56,4.61,418267,513608,393862,392044,6600,3740,172.71,1,492,22.82,0.08,35.71,104.82,1515,56.34,213.39,121.94,2454,316,12878,6.63,3.44,10.37,99,0.0265,10547,7285,15,4,79,14661,3,26
18269,110896,161382,1.46,4.33,507387,626647,479776,469487,7695,7609,241.16,1,7697,14.57,0.02,21.21,61.7,3745,29.61,277.24,158.42,5163,102,14632,7.58,1.92,11.03,378,0.0497,8531,12523,28,4,66,17738,5,44
18343,2150,3018,1.4,4.25,9674,13242,9139,9135,204,98,151.02,1,189,21.94,3.32,30.8,93.21,49,43.88,5.38,3.07,52,48,314,6.83,3.2,9.58,11,0.1122,941,196,35,13,51,381,1,0
18362,82217,146962,1.79,5.14,430183,535643,422866,422718,4087,346,7330.4,1,16945,237.62,170.82,424.75,1221.73,15982,5.14,205.54,117.45,2469,216,5572,14.75,16.1,26.37,97,0.2803,12778,7088,51,16,31,13313,33,118
18442,32299,42211,1.31,3.92,133785,168110,126533,126529,2878,2389,47.68,1,266,13.52,0.88,17.67,52.96,1138,28.38,80.75,46.14,1412,117,3419,9.44,1.43,12.34,163,0.0682,3082,4418,15,11,73,5125,7,27
18450,71365,105723,1.48,4.31,321026,395023,307490,306705,7216,3494,89.24,1,214,20.43,0.05,30.26,87.78,1283,55.62,178.41,101.95,2291,239,7869,9.07,2.25,13.43,121,0.0346,7605,7534,12,5,82,13572,9,40
18459,69116,109024,1.58,4.71,340495,414193,325806,325583,6182,1936,168.6,1,306,35.7,4.5,56.31,168.17,999,69.19,172.79,98.74,1524,0,8377,8.25,4.33,13.01,62,0.032,9681,4505,45,2,52,11957,3,24
18464,61062,90310,1.48,4.36,283722,356051,266320,266034,4777,3350,97,1,386,18.23,0.52,26.96,79.41,1253,48.73,152.66,87.23,2015,1249,7637,7.99,2.28,11.82,179,0.0534,11238,6231,36,8,55,10438,20,49
18500,351591,499673,1.42,4.23,1593978,2107506,1487683,1483282,28439,19548,111.32,1,712,17.99,0.04,25.56,75.88,14315,24.56,878.98,502.27,10794,7193,51388,6.84,2.63,9.72,689,0.0352,25842,37756,46,12,41,57953,43,218
18569,86149,131885,1.53,4.45,398150,491766,383513,382858,7476,3854,131.83,1,4858,22.35,0.76,34.22,99.34,1772,48.62,215.37,123.07,4293,312,8717,9.88,2.26,15.13,566,0.1469,9039,8703,25,12,61,14900,9,51
18575,151769,208024,1.37,4.08,649601,806806,618544,617873,10593,6322,100.14,1,166,24.01,0.04,32.9,97.73,3795,39.99,379.42,216.81,5875,0,16068,9.44,2.54,12.95,505,0.0799,7786,24598,18,12,68,23212,12,243
18590,187236,304619,1.63,4.73,942279,1164050,884887,867112,16079,13091,87.61,1,1623,14.3,0.58,23.27,66.24,5826,32.14,468.09,267.48,5868,463,26656,7.02,2.04,11.43,327,0.025,18851,13725,26,18,55,34217,12,61
18674,48164,66392,1.38,4.14,209069,259936,199247,199170,4086,3030,67,1,1130,15.9,0.04,21.91,65.73,985,48.9,120.41,68.81,1800,432,5175,9.31,1.71,12.83,299,0.0987,4804,6585,21,16,62,8310,19,24
18735,1480,2053,1.39,4.25,6776,8939,6291,6287,129,80,86.67,1,428,18.5,9.33,25.66,78.59,135,10.96,3.7,2.11,34,4,347,4.25,4.34,5.9,7,0.0875,456,198,15,0,83,191,0,1
18857,85815,131664,1.53,4.44,398090,486944,380973,380680,7655,5429,62.8,1,172,15.81,0.12,24.25,70.12,2565,33.46,214.54,122.59,3347,140,9420,9.11,1.74,13.98,445,0.082,8223,9176,63,4,32,15998,22,92
18894,107699,157352,1.46,4.34,493270,607534,467472,467420,6995,6850,67.72,1,103,15.72,0.02,22.97,68.24,2226,48.38,269.25,153.86,3965,2625,10986,9.8,1.6,14.32,611,0.0892,10323,15431,18,11,70,18038,11,109
18897,5857,8091,1.38,4.22,30254,38611,24741,22026,345,804,69.24,1,496,7.28,0.39,10.06,27.4,431,13.59,14.64,8.37,80,4,1988,2.94,2.47,4.07,47,0.0585,1901,255,20,0,79,621,0,0
18900,74735,123749,1.66,4.95,391924,474518,370101,360327,6062,5530,83.1,1,441,13.51,0.24,22.38,65.16,1742,42.9,186.84,106.76,2923,155,12351,6.05,2.23,10.02,197,0.0356,8356,3751,2,0,97,13045,2,16
18947,67043,92837,1.38,4.27,303048,377051,286168,278797,6180,5492,75.29,1,417,12.21,0.22,16.9,50.76,886,75.67,167.61,95.78,2513,0,8878,7.55,1.62,10.46,113,0.0206,6915,6183,10,4,84,10336,7,43
18971,6116,9437,1.54,4.69,29887,36588,28707,28371,612,381,114.82,1,146,16.05,0.15,24.77,74.46,260,23.52,15.29,8.74,241,10,619,9.86,1.62,15.22,1,0.0026,1411,81,27,0,72,1209,2,3
18972,31246,46367,1.48,4.37,145031,176974,136499,136461,2730,1283,101.99,1,217,24.35,0.78,36.14,106.36,214,146.01,78.11,44.64,1253,1056,3938,7.93,3.07,11.77,61,0.0475,4603,3927,21,10,68,6149,1,44
18993,237144,389380,1.64,4.87,1191534,1438426,1155546,1144194,26344,12021,91.51,1,1205,19.73,0.06,32.39,95.18,3784,62.67,592.86,338.78,9096,724,18074,13.12,1.5,21.54,85,0.0071,15696,11368,20,2,76,46761,22,155
19002,15358,21110,1.37,4.1,67398,85642,62942,62833,1191,857,108.18,1,543,17.92,1.5,24.63,73.32,424,36.22,38.4,21.94,581,242,2546,6.03,2.97,8.29,117,0.1365,2378,1955,23,13,62,2624,3,14
19068,88746,116214,1.31,3.93,368207,465348,349087,348752,7963,4008,129.64,1,4789,22.14,0.43,29,87.01,2668,33.26,221.87,126.78,2858,408,13150,6.75,3.28,8.84,373,0.0931,4812,13567,17,9,72,14114,12,102
19116,32252,49886,1.55,4.54,152490,187572,146453,146296,3509,1344,113.75,1,1815,24,0.49,37.12,108.85,713,45.23,80.63,46.07,1310,67,3375,9.55,2.51,14.78,37,0.0275,3760,2073,27,1,71,6068,7,96
19229,79880,134329,1.68,4.88,401348,481882,389903,389528,8346,2395,123.86,1,192,33.35,1.25,56.09,162.64,358,223.13,199.7,114.11,2770,134,6961,11.47,2.91,19.29,65,0.0271,9516,3855,19,0,79,15727,8,30
19264,99449,150935,1.52,4.42,461287,571498,439518,438644,8381,5375,82.53,1,456,18.5,0.03,28.08,81.61,2263,43.95,248.62,142.07,4200,656,12216,8.14,2.27,12.35,364,0.0677,8779,12543,23,6,70,17255,10,43
19322,33652,54024,1.61,4.7,168392,202988,158090,157751,3456,1508,104.22,1,140,22.32,0.13,35.82,104.61,240,140.22,84.13,48.07,1458,87,4232,7.95,2.81,12.76,99,0.0656,5723,2225,16,1,82,6761,5,18
19354,35785,60918,1.7,4.88,186799,225649,174637,172095,3958,2470,103.99,1,134,14.49,0.14,24.66,69.67,935,38.27,89.46,51.12,1439,34,5965,6,2.41,10.21,39,0.0158,3530,878,14,0,85,6204,4,15
19362,5638,8838,1.57,4.62,27533,33294,26068,25898,541,418,69.68,1,114,13.49,0.2,21.14,61.96,121,46.6,14.1,8.05,241,26,754,7.47,1.8,11.71,62,0.1483,1674,493,25,18,56,993,1,1
19368,65023,104020,1.6,4.69,325469,405621,305031,302298,7941,3536,117.36,1,1604,18.39,0.5,29.42,85.49,1179,55.15,162.56,92.89,2760,0,7191,9.04,2.03,14.46,42,0.0119,6725,3504,15,4,80,12227,3,31
19445,16460,25073,1.52,4.54,78926,96453,74692,74631,1463,1126,61.49,1,132,14.62,0.71,22.27,66.28,362,45.47,41.15,23.51,763,329,1991,8.26,1.77,12.59,77,0.0684,3097,1621,17,9,72,2862,1,14
19447,436525,703375,1.61,4.69,2153930,2602157,2048957,2020831,47693,21130,113.84,1,420,20.66,0.1,33.29,95.64,3744,116.59,1091.31,623.61,15830,991,60402,7.23,2.86,11.64,333,0.0158,20103,24817,16,3,80,79326,26,204
19449,60877,91514,1.5,4.62,296820,372534,281298,276583,6247,2530,232.91,1,3642,24.06,0.42,36.17,109.32,1622,37.53,152.19,86.97,1805,0,7432,8.19,2.94,12.31,39,0.0154,7174,3721,6,3,90,10759,8,37
19481,56811,77388,1.36,4.13,253921,316531,234708,230474,2560,5015,72.37,1,568,11.33,0.03,15.43,45.96,2293,24.78,142.03,81.16,1774,290,9563,5.94,1.91,8.09,260,0.0518,7027,7704,55,7,36,7862,5,30
19553,45351,70548,1.56,4.58,229886,314058,207821,201696,2610,8186,53.26,1,472,5.54,0.45,8.62,24.64,618,73.38,113.38,64.79,543,0,7660,5.92,0.94,9.21,5,6.00E-04,8483,2506,51,0,48,5606,1,8
19690,137842,206769,1.5,4.32,622440,761616,596158,593823,11053,5149,125.13,1,416,26.77,0.03,40.16,115.33,973,141.67,344.61,196.92,6193,337,16200,8.51,3.15,12.76,416,0.0808,9640,16228,51,3,44,27195,24,129
19719,61699,94070,1.52,4.43,289397,355566,273192,272950,5384,3724,114.73,1,595,16.57,0.43,25.26,73.29,1111,55.53,154.25,88.14,2462,165,6063,10.17,1.63,15.51,373,0.1002,8099,4358,39,3,56,11280,14,46
19721,103820,151743,1.46,4.36,475706,589343,452335,451985,10180,6077,76.62,1,630,17.08,2.48,24.97,74.38,2322,44.71,259.55,148.31,3341,689,12379,8.39,2.04,12.26,539,0.0887,11794,11374,29,7,63,19071,22,81
19725,232463,366291,1.58,4.65,1116971,1351004,1081382,1079504,26688,7471,146.13,1,292,31.12,0.1,49.03,144.49,659,352.75,581.16,332.09,9617,292,26070,8.92,3.49,14.05,501,0.0671,10723,21154,8,6,85,46387,5,144
19737,41954,68923,1.64,4.88,213545,257579,204687,203500,4758,1834,168.73,1,316,22.88,1.42,37.58,110.96,731,57.39,104.89,59.93,1785,0,5371,7.81,2.93,12.83,143,0.078,4889,1012,28,0,70,8510,1,8
19831,293157,490197,1.67,4.82,1468028,1792773,1412855,1401990,31855,11136,157.83,1,1292,26.33,0.2,44.02,125.9,3738,78.43,732.89,418.8,10960,372,33096,8.86,2.97,14.81,469,0.0421,13067,19022,29,7,62,60303,11,195
19926,149083,214857,1.44,4.28,673685,870701,637411,635735,11883,9818,90.91,1,402,15.18,0.07,21.88,64.75,3642,40.93,372.71,212.98,4885,1974,17593,8.47,1.79,12.21,965,0.0983,15559,17280,38,12,48,23883,16,102
19942,35812,54030,1.51,4.4,165712,204336,157568,157064,2912,2007,81.59,1,123,17.84,2.48,26.92,78.26,903,39.66,89.53,51.16,1463,123,4933,7.26,2.46,10.95,176,0.0877,5099,4510,33,11,55,6194,7,40
19993,172070,229473,1.33,4.02,732129,940207,692001,691291,15594,9437,99.74,1,3585,18.23,0.4,24.32,73.25,5185,33.19,430.18,245.81,5716,1517,22832,7.54,2.42,10.05,960,0.1017,10395,23334,18,12,69,27296,37,256
19994,27469,36487,1.33,4.01,115092,147843,110191,109874,3023,1727,194.77,1,4903,15.91,0.14,21.13,63.62,1096,25.06,68.67,39.24,858,133,2420,11.35,1.4,15.07,69,0.04,3320,3205,14,14,71,4782,6,26
19998,85390,130471,1.53,4.52,404496,498122,386128,384214,9118,3364,141.99,1,2000,25.38,0.22,38.78,114.21,859,99.41,213.47,121.99,3223,139,11239,7.6,3.34,11.61,24,0.0071,7737,4999,19,2,78,18130,8,82
20023,216789,334469,1.54,4.6,1043438,1265194,996771,986430,16230,10123,128.63,1,1613,21.42,0.02,33.04,97.44,5222,41.51,541.97,309.7,8584,1594,22616,9.59,2.23,14.79,149,0.0147,12442,21349,29,20,50,36724,18,162
20058,55373,80982,1.46,4.34,252944,309523,240362,240257,5083,3523,69.02,1,130,15.72,0.22,22.99,68.2,1203,46.03,138.43,79.1,2205,427,6552,8.45,1.86,12.36,367,0.1042,6935,5838,29,15,55,10015,12,41
20179,86787,127508,1.47,4.45,396445,484925,385990,384960,4952,2691,321.81,1,831,32.25,0.35,47.38,143.05,1632,53.18,216.97,123.98,2542,205,6082,14.27,2.26,20.96,14,0.0052,11257,7045,21,3,74,14044,5,35
20203,76043,115074,1.51,4.46,355408,432380,338807,336474,6075,2803,134.74,1,228,27.13,0.04,41.05,120.04,947,80.3,190.11,108.63,2800,1441,9370,8.11,3.34,12.28,30,0.0107,7941,8828,48,2,49,14744,10,81
20239,100890,150213,1.49,4.46,468069,571228,450225,444785,11336,4867,123.68,1,1014,20.73,0.17,30.86,91.39,2260,44.64,252.22,144.13,4300,110,11507,8.77,2.36,13.05,9,0.0018,7924,5662,15,1,83,20576,6,83
20288,23098,31577,1.37,4.08,104373,127624,94152,94152,999,3277,59.21,1,205,7.05,0.03,9.64,28.73,157,147.12,57.74,33,642,591,3341,6.91,1.02,9.45,291,0.0888,3340,3339,50,15,33,2743,0,11
20321,31097,48114,1.55,4.66,152074,183373,144834,144585,2304,536,265.9,1,356,58.02,0.13,89.76,269.75,206,150.96,77.74,44.42,959,302,3447,9.02,6.43,13.95,24,0.0448,4611,3670,11,2,86,5785,1,36
20411,118123,171599,1.45,4.5,569734,690506,531414,504704,9151,8536,111.09,1,318,13.84,0.15,20.1,59.13,2889,40.89,295.31,168.75,3111,1076,21754,5.43,2.55,7.89,40,0.0047,14241,7292,10,1,87,16500,1,38
20417,106653,171986,1.61,4.7,520765,629533,501008,498643,11935,5146,84.29,1,452,20.73,0.13,33.42,96.9,1927,55.35,266.63,152.36,4733,299,9286,11.48,1.8,18.52,97,0.0188,10235,5155,25,0,73,21293,17,41
20480,42109,64325,1.53,4.48,194965,238325,188558,187383,4138,1825,88.08,1,150,23.07,0.21,35.25,102.68,1183,35.6,105.27,60.16,1629,76,3830,10.99,2.1,16.79,0,0,3922,2843,10,0,88,7845,8,11
20484,336685,529828,1.57,4.62,1639039,1980804,1556577,1549736,33665,11627,147.82,1,281,28.96,0.06,45.57,133.29,5217,64.54,841.71,480.98,12634,2610,47501,7.09,4.09,11.15,708,0.0609,25264,29263,21,10,68,65928,57,234
20583,184115,297816,1.62,4.67,907824,1095276,860467,850965,20889,13384,99.58,1,1702,13.76,0.04,22.25,63.58,3848,47.85,460.29,263.02,6985,554,18388,10.01,1.37,16.2,15,0.0011,16184,10048,2,0,96,35838,10,67
20748,39930,54835,1.37,4.12,172335,213273,164600,164524,3657,1969,67.31,1,203,20.28,1.13,27.85,83.56,1007,39.65,99.83,57.04,1273,182,4857,8.22,2.47,11.29,100,0.0508,3838,5832,20,7,72,6909,6,64
20776,143198,187468,1.31,4.19,638942,785537,600002,576724,15329,10974,122.24,1,2610,13.05,0.07,17.08,52.55,3529,40.58,358,204.57,3217,113,20052,7.14,1.83,9.35,1,1.00E-04,4412,3226,9,31,59,25471,3,59
20781,51553,71944,1.4,4.2,228296,281260,216573,216441,3818,3791,46.16,1,266,13.6,1.19,18.98,57.09,1415,36.43,128.88,73.65,1789,516,6263,8.23,1.65,11.49,455,0.12,4087,7851,19,14,65,7780,7,42
20842,9820,15385,1.57,4.58,46470,56365,45014,44949,971,486,78.13,1,101,20.21,0.09,31.66,92.49,73,134.52,24.55,14.03,424,11,830,11.82,1.71,18.51,19,0.0391,2117,930,35,11,53,1944,1,9
20872,193171,279903,1.45,4.31,898673,1097075,833318,826637,14739,20621,64.47,1,956,9.37,0.01,13.57,40.09,6214,31.09,482.93,275.96,6146,3633,25490,7.58,1.24,10.98,1021,0.0495,19120,21345,23,11,65,31483,42,76
