id,title,author,author_birth_year,author_death_year,downloads
36020,"Slave Narratives, Alabama Narratives",US Work Projects Administration,0,0,1015
58855,The Little Room and Other Stories,"Wynne, Madelene Yale",0,0,1015
58735,Peace,"Henig, Stanley",0,0,1014
130,Orthodoxy,"Chesterton, G. K. (Gilbert Keith)",1874,1936,1011
36098,The Flowers of Evil,"Baudelaire, Charles",1821,1867,997
60,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness",1865,1947,994
30241,The Person and Work of The Holy Spirit,"Torrey, R. A. (Reuben Archer)",1856,1928,991
58798,The Gun Runners,"Williams, Ralph",1914,1959,990
45315,The Marriage of Heaven and Hell,"Blake, William",1757,1827,988
58881,A Philosophical Essay on Probabilities,"Laplace, marquis de",0,0,988
1977,Phaedra,"Racine, Jean",1639,1699,987
790,Lady Windermere's Fan,"Wilde, Oscar",1854,1900,987
1268,The Mysterious Island,"Verne, Jules",1828,1905,983
50307,Fifteen sonnets of Petrarch,"Petrarca, Francesco",1304,1374,982
58756,A Manual of Pyrotechny,"Mortimer, G. W.",0,0,980
58893,Race Riot,"Williams, Ralph",1914,1959,975
58725,Quickie,"Marlowe, Stephen",1928,2008,973
38145,"Human, All Too Human: A Book for Free Spirits","Nietzsche, Friedrich Wilhelm",1844,1900,973
49513,The Complete Herbal,"Culpeper, Nicholas",1616,1654,972
58883,The Men of Boru,"Nelson, Jack A.",0,0,968
29728,Cookery and Dining in Imperial Rome,Apicius,0,0,966
58775,The North Devon Coast,"Harper, Charles G. (Charles George)",1863,1943,963
157,Daddy-Long-Legs,"Webster, Jean",1876,1916,962
45410,Composition,"Dow, Arthur W. (Arthur Wesley)",1857,1922,961
1430,Beautiful Stories from Shakespeare,"Nesbit, E. (Edith)",1858,1924,960
58836,Dagonet Abroad,"Sims, George R.",1847,1922,959
1022,Walking,"Thoreau, Henry David",1817,1862,959
5670,Jacob's Room,"Woolf, Virginia",1882,1941,956
58794,The Englishwoman in Russia,A Lady (pseudonym),0,0,953
15859,The Piazza Tales,"Melville, Herman",1819,1891,952
58830,"Teutonic Mythology, Vol. 3 (of 3): Gods and Goddesses of the Northland","Rydberg, Viktor",1828,1895,952
2265,Hamlet,"Shakespeare, William",1564,1616,950
58786,The Queen's Reign,"Besant, Walter",1836,1901,947
25609,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,1894,947
46333,The Social Contract & Discourses,"Rousseau, Jean-Jacques",1712,1778,943
18857,A Journey to the Centre of the Earth,"Verne, Jules",1828,1905,941
5657,The Practice of the Presence of God,"Lawrence, of the Resurrection, Brother",1611,1691,939
9105,Reflections,"La Rochefoucauld, François duc de",1613,1680,931
6593,"History of Tom Jones, a Foundling","Fielding, Henry",1707,1754,927
10947,The Best American Humorous Short Stories,,0,0,927
7986,"Plays by Anton Chekhov, Second Series","Chekhov, Anton Pavlovich",1860,1904,924
389,The Great God Pan,"Machen, Arthur",1863,1947,924
34206,The Thousand and One Nights,,0,0,924
12242,"Poems by Emily Dickinson, Three Series, Complete","Dickinson, Emily",1830,1886,922
17824,Little Black Sambo,"Bannerman, Helen",1862,1946,920
58809,British Popular Customs,"Dyer, T. F. Thistelton",0,0,920
816,Democracy in America - Volume 2,"Tocqueville, Alexis de",1805,1859,918
14244,The Romance of Tristan and Iseult,"Bedier, Joseph",1864,1938,914
5348,Ragged Dick,"Alger, Horatio, Jr.",1832,1899,912
35451,Medea of Euripides,Euripides,0,-406,912
58792,Anatole France,"George, Walter Lionel",1882,1926,912
58829,"Teutonic Mythology, Vol. 2 (of 3): Gods and Goddesses of the Northland","Rydberg, Viktor",1828,1895,910
3178,The Gilded Age: A Tale of Today,"Twain, Mark",1835,1910,910
5658,Lord Jim,"Conrad, Joseph",1857,1924,908
1929,The School for Scandal,"Sheridan, Richard Brinsley",1751,1816,908
16966,"Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth","Bradley, A. C. (Andrew Cecil)",1851,1935,907
29765,Webster's Unabridged Dictionary,Various,0,0,905
35461,A Short History of the World,"Wells, H. G. (Herbert George)",1866,1946,904
1097,Mrs. Warren's Profession,"Shaw, Bernard",1856,1950,903
32474,"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2)","Diaz del Castillo, Bernal",1496,1584,902
24,O Pioneers!,"Cather, Willa",1873,1947,900
601,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",1775,1818,900
22994,The Frontier in American History,"Turner, Frederick Jackson",1861,1932,900
2027,Tartuffe,Moliere,1622,1673,897
4018,Japanese Fairy Tales,"Ozaki, Yei Theodora",0,0,894
58768,"On Horseback Through Asia Minor, Volume 1 of 2","Burnaby, Fred",0,0,890
370,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel",0,1731,887
4320,An Enquiry Concerning the Principles of Morals,"Hume, David",1711,1776,884
4015,The Hairy Ape,"O'Neill, Eugene",1888,1953,883
40580,A General History of the Pyrates,"Defoe, Daniel",0,1731,880
2891,Howards End,"Forster, E. M. (Edward Morgan)",1879,1970,880
58791,Precepts in Practice,A. L. O. E.,1821,1893,879
220,The Secret Sharer,"Conrad, Joseph",1857,1924,875
216,The Tao Teh King and its Characteristics,Laozi,0,0,873
4039,Volpone,"Jonson, Ben",0,1637,872
544,Anne's House of Dreams,"Montgomery, L. M. (Lucy Maud)",1874,1942,868
58770,Beryl of the Biplane: Being the Romance of an Air-Woman of To-Day,"Le Queux, William",1864,1927,867
13437,Best Russian Short Stories,,0,0,867
52190,"Ecce Homo: Complete Works, Volume Seventeen","Nietzsche, Friedrich Wilhelm",1844,1900,865
6157,"What Men Live By, and Other Tales","Tolstoy, Leo, graf",1828,1910,865
58808,The Dances of Death,"Holbein, John",0,0,860
42108,"The Slang Dictionary: Etymological, Historical and Andecdotal","Hotten, John Camden",1832,1873,859
2981,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete","Casanova, Giacomo",1725,1798,857
14522,The Canterville Ghost,"Wilde, Oscar",1854,1900,857
3289,The Valley of Fear,"Doyle, Arthur Conan",1859,1930,849
1212,Love and Freindship [sic],"Austen, Jane",1775,1817,848
58802,Community Property,"Coppel, Alfred",1921,2004,848
58796,Through the Wheat,"Boyd, Thomas",0,0,842
3567,Memoirs of Napoleon Bonaparte - Complete,"Bourrienne, Louis Antoine Fauvelet de",1769,1834,841
119,A Tramp Abroad,"Twain, Mark",1835,1910,840
2002,Sonnets from the Portuguese,"Browning, Elizabeth Barrett",1806,1861,839
271,Black Beauty,"Sewell, Anna",1820,1878,839
17851,"The History of Mary Prince, a West Indian Slave","Prince, Mary",1788,1833,838
25525,"The Works of Edgar Allan Poe, The Raven Edition","Poe, Edgar Allan",1809,1849,837
58856,Throne-Makers,"Thayer, William Roscoe",1859,1923,837
1672,Gorgias,Plato,-428,-348,836
700,The Old Curiosity Shop,"Dickens, Charles",1812,1870,835
6400,"The Lives of the Twelve Caesars, Complete",Suetonius,0,0,831
58733,Spatial Delivery,"Garrett, Randall",1927,1987,830
48438,Rizal's own story of his life,"Rizal, Jose",1861,1896,830
1653,The Imitation of Christ,"Thomas, a Kempis",1380,1471,830
58831,Cordova; A city of the Moors,"Gallichan, Walter M. (Walter Matthew)",1861,1946,829
58741,The House of Sleep,"Bartlett, Elizabeth",1911,1994,827
13529,"The Influence of Sea Power Upon History, 1660-1783","Mahan, A. T. (Alfred Thayer)",1840,1914,825
8710,The Dore Bible Gallery,,0,0,825
351,Of Human Bondage,"Maugham, W. Somerset (William Somerset)",1874,1965,824
1237,Father Goriot,"Balzac, Honore de",1799,1850,822
55201,The Republic of Plato,Plato,-428,-348,822
5427,Emile,"Rousseau, Jean-Jacques",1712,1778,822
58797,David Crockett: Scout,"Allen, Charles Fletcher",0,0,820
6762,Politics: A Treatise on Government,Aristotle,-384,-322,820
42704,Salome: A Tragedy in One Act,"Wilde, Oscar",1854,1900,819
10897,The Wendigo,"Blackwood, Algernon",1869,1951,818
5402,1811 Dictionary of the Vulgar Tongue,"Grose, Francis",0,1791,817
8147,The Man Who Would Be King,"Kipling, Rudyard",1865,1936,815
37223,The Moors in Spain,"Lane-Poole, Stanley",1854,1931,815
14209,The Kybalion,Three Initiates,1862,1932,812
20776,Encyclopedia of Needlework,"Dillmont, Therese de",1846,1890,808
153,Jude the Obscure,"Hardy, Thomas",1840,1928,808
2388,The Song Celestial,,0,0,808
2267,Othello,"Shakespeare, William",1564,1616,808
222,The Moon and Sixpence,"Maugham, W. Somerset (William Somerset)",1874,1965,807
16865,Pinocchio: The Tale of a Puppet,"Collodi, Carlo",1826,1890,803
58888,"Graham's Magazine, Vol. XXXI, No. 4, October 1847",Various,0,0,800
14640,"McGuffey's First Eclectic Reader, Revised Edition","McGuffey, William Holmes",1800,1873,796
19721,The Literary World Seventh Reader,,0,0,793
58894,Witchcraft & Second Sight in the Highlands & Islands of Scotland,"Campbell, John Gregorson",1836,1891,792
9182,Villette,"Bronte, Charlotte",1816,1855,791
17192,The Raven,"Poe, Edgar Allan",1809,1849,789
2434,New Atlantis,"Bacon, Francis",1561,1626,788
58732,Windmills and wooden shoes,"Grant, Maude M.",0,0,788
25063,The Beggar's Opera; to Which is Prefixed the Musick to Each Song,"Gay, John",1685,1732,786
5682,Fundamental Principles of the Metaphysic of Morals,"Kant, Immanuel",1724,1804,782
10615,"An Essay Concerning Humane Understanding, Volume 1","Locke, John",1632,1704,782
8954,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",1835,1915,781
58884,The Osbornes,"Benson, E. F. (Edward Frederic)",1867,1940,779
52521,Grimm's Fairy Tales,"Grimm, Wilhelm",1786,1859,777
1874,The Railway Children,"Nesbit, E. (Edith)",1858,1924,777
1726,Theaetetus,Plato,-428,-348,776
20484,"Real Life In London, Volumes I. and II.","Egan, Pierce",1772,1849,775
35898,The Seven Lamps of Architecture,"Ruskin, John",1819,1900,775
1056,Martin Eden,"London, Jack",1876,1916,774
785,On the Nature of Things,"Lucretius Carus, Titus",-95,-55,774
1514,A Midsummer Night's Dream,"Shakespeare, William",1564,1616,774
58833,Battery D First Rhode Island Light Artillery in the Civil War,"Sumner, George C.",0,0,772
2488,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,"Verne, Jules",1828,1905,772
2833,The Portrait of a Lady - Volume 1,"James, Henry",1843,1916,771
51356,The Birth of Tragedy,"Nietzsche, Friedrich Wilhelm",1844,1900,770
20480,Palmistry for All,Cheiro,1866,1936,769
19725,"The History of Rome, Books 01 to 08",Livy,0,0,769
18450,Hawaiian Folk Tales: A Collection of Native Legends,,0,0,764
5720,A Shropshire Lad,"Housman, A. E. (Alfred Edward)",1859,1936,762
1280,Spoon River Anthology,"Masters, Edgar Lee",1868,1950,762
2759,The Man in the Iron Mask,"Dumas, Alexandre",1802,1870,760
12753,The Legends of King Arthur and His Knights,"Malory, Thomas, Sir",0,1471,759
9830,The Beautiful and Damned,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,758
58810,The Heavens Above: A Popular Handbook of Astronomy,"Gillet, J. A. (Joseph Anthony)",0,0,758
58800,The Girl of the Golden West,"Belasco, David",1853,1931,757
11417,French Mediaeval Romances from the Lays of Marie de France,"Marie, de France, active 12th century",0,0,757
58889,Village Folk-Tales of Ceylon (Volume 3 of 3),"Parker, H. (Henry)",1849,0,757
10136,The Book of Household Management,"Beeton, Mrs. (Isabella Mary)",1836,1865,756
2587,Life Is a Dream,"Calderón de la Barca, Pedro",1600,1681,756
39293,The Gentlemen's Book of Etiquette and Manual of Politeness,"Hartley, Cecil B.",0,0,756
3268,The Mysteries of Udolpho,"Radcliffe, Ann Ward",1764,1823,756
7452,Autobiography of a Yogi,"Yogananda, Paramahansa",1893,1952,756
1150,"The Danish History, Books I-IX","Saxo, Grammaticus",0,0,755
24950,Bradford's History of 'Plimoth Plantation',"Bradford, William",1590,1657,753
12096,"Bushido, the Soul of Japan","Nitobe, Inazo",1862,1933,751
58912,The Earth Quarter,"Knight, Damon",1922,2002,747
1026,The Diary of a Nobody,"Grossmith, George",1847,1912,746
122,The Return of the Native,"Hardy, Thomas",1840,1928,746
51292,"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 1",Various,0,0,746
14015,The Discovery of Witches,"Hopkins, Matthew",0,1647,745
30107,Principles of Political Economy,"Mill, John Stuart",1806,1873,745
58799,History of the Australian Bushrangers,"Boxall, George E.",0,0,744
33525,Stories from Tagore,"Tagore, Rabindranath",1861,1941,743
1279,Poems and Songs of Robert Burns,"Burns, Robert",1759,1796,742
4361,Memoirs of General William T. Sherman - Complete,"Sherman, William T. (William Tecumseh)",1820,1891,740
1091,"On Heroes, Hero-Worship, and the Heroic in History","Carlyle, Thomas",1795,1881,738
1636,Phaedrus,Plato,-428,-348,737
58863,An Englishwoman in the Philippines,"Dauncey, Mrs. Campbell",0,0,736
15489,Dream Psychology: Psychoanalysis for Beginners,"Freud, Sigmund",1856,1939,735
27200,Fairy Tales of Hans Christian Andersen,"Andersen, H. C. (Hans Christian)",1805,1875,733
2944,Essays - First Series,"Emerson, Ralph Waldo",1803,1882,732
58877,Washington and the Riddle of Peace,"Wells, H. G. (Herbert George)",1866,1946,732
30201,In Praise of Folly,"Erasmus, Desiderius",1469,1536,731
1253,A Simple Soul,"Flaubert, Gustave",1821,1880,731
28554,Beyond Lies the Wub,"Dick, Philip K.",1928,1982,729
2992,The Middle-Class Gentleman,Moliere,1622,1673,729
2149,The Works of Edgar Allan Poe - Volume 3,"Poe, Edgar Allan",1809,1849,728
657,The Anglo-Saxon Chronicle,,0,0,727
3691,Little Wars,"Wells, H. G. (Herbert George)",1866,1946,727
2048,The Sketch-Book of Geoffrey Crayon,"Irving, Washington",1783,1859,726
47677,Ars Amatoria,Ovid,-43,17,726
1658,Phaedo,Plato,-428,-348,725
3011,The Lady of the Lake,"Scott, Walter",1771,1832,725
3174,A Dog's Tale,"Twain, Mark",1835,1910,723
58892,The Kentish Coast,"Harper, Charles G. (Charles George)",1863,1943,722
31100,Index of the Project Gutenberg Works of Jane Austen,"Austen, Jane",1775,1817,720
12814,Philippine Folk Tales,,0,0,720
30754,"The Stones of Venice, Volume 1 (of 3)","Ruskin, John",1819,1900,719
6133,"The Extraordinary Adventures of Arsene Lupin, Gentleman-Burglar","Leblanc, Maurice",1864,1941,718
32415,The Nursery Rhymes of England,,0,0,718
58900,Where Animals Talk: West African Folk Lore Tales,"Nassau, Robert Hamill",1835,1921,718
246,The Rubaiyat of Omar Khayyam,Omar Khayyam,1048,1122,718
20781,Heidi: (Gift Edition),"Spyri, Johanna",1827,1901,717
77,The House of the Seven Gables,"Hawthorne, Nathaniel",1804,1864,716
5307,The Letters of Wolfgang Amadeus Mozart - Volume 01,"Mozart, Wolfgang Amadeus",1756,1791,712
58873,"Skewbald, The New Forest Pony","Seaby, Allen W.",0,0,711
56844,The Drawings of Leonardo da Vinci,,0,0,710
2895,Following the Equator: A Journey Around the World,"Twain, Mark",1835,1910,709
854,A Woman of No Importance,"Wilde, Oscar",1854,1900,708
151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor",1772,1834,706
33411,A Critical History of Greek Philosophy,"Stace, W. T. (Walter Terence)",1886,1967,705
38326,Bede's Ecclesiastical History of England,"Bede, the Venerable, Saint",673,735,703
5669,Considerations on Representative Government,"Mill, John Stuart",1806,1873,703
42988,Nursing as Caring: A Model for Transforming Practice,"Boykin, Anne",0,0,702
58882,"Our Family Affairs, 1867-1896","Benson, E. F. (Edward Frederic)",1867,1940,700
30017,My Father's Dragon,"Gannett, Ruth Stiles",0,0,700
1213,The Man That Corrupted Hadleyburg,"Twain, Mark",1835,1910,699
15474,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1: Books 1, 2 and 3",,0,0,697
3155,She,"Haggard, H. Rider (Henry Rider)",1856,1925,696
58793,The Daughter of Virginia Dare,"Wall, Mary Virginia",0,0,696
1567,Poems,"Eliot, T. S. (Thomas Stearns)",1888,1965,695
42075,Harris's List of Covent Garden Ladies,Anonymous,0,0,694
2775,The Good Soldier,"Ford, Ford Madox",1873,1939,694
33447,The Pencil of Nature,"Talbot, William Henry Fox",1800,1877,693
41562,The Hanging Stranger,"Dick, Philip K.",1928,1982,692
2151,The Works of Edgar Allan Poe - Volume 5,"Poe, Edgar Allan",1809,1849,685
58887,Aviation in Canada 1917-1918,Various,0,0,685
58816,Simla Village Tales,"Dracott, Alice Elizabeth",0,0,684
3623,The Golden Bough: A Study of Magic and Religion,"Frazer, James George",1854,1941,683
56597,The Legends and Myths of Hawaii,"Kalakaua, David, King of Hawaii",1836,1891,682
58840,Colour Decoration of Architecture,"Ward, James",0,0,681
20916,The Arabian Nights: Their Best-known Tales,,0,0,679
15263,The Underground Railroad,"Still, William",1821,1902,677
24737,The Children of Odin: The Book of Northern Myths,"Colum, Padraic",1881,1972,676
1688,The People of the Abyss,"London, Jack",1876,1916,676
45524,The Open Boat and Other Stories,"Crane, Stephen",1871,1900,674
821,Dombey and Son,"Dickens, Charles",1812,1870,674
17957,On the Sublime,"Longinus, active 1st century",0,0,674
811,The Tragical History of Doctor Faustus: From the Quarto of 1616,"Marlowe, Christopher",1564,1593,674
7439,English Fairy Tales,,0,0,674
58776,"The Life of Bismarck, Private and Political: With Descriptive Notices of His Ancestry","Hesekiel, George",0,0,673
1252,Le Morte d'Arthur: Volume 2,"Malory, Thomas, Sir",0,1471,673
35242,The Awakening of Spring: A Tragedy of Childhood,"Wedekind, Frank",1864,1918,673
42290,A Hundred and Seventy Chinese Poems,,0,0,672
944,The Voyage of the Beagle,"Darwin, Charles",1809,1882,669
58757,Chats on Old Silver,"Hayden, Arthur",1868,1946,669
2715,The Real Thing and Other Tales,"James, Henry",1843,1916,669
58720,Odette: A Fairy Tale for Weary People,"Firbank, Ronald",0,0,666
1312,Selected Stories of Bret Harte,"Harte, Bret",1836,1902,665
1642,Euthyphro,Plato,-428,-348,665
44638,"Plant Lore, Legends, and Lyrics","Folkard, Richard",0,0,662
33504,Opticks,"Newton, Isaac",1642,1727,662
29827,"The Life and Amours of the Beautiful, Gay and Dashing Kate Percival: The Belle of the Delaware","Percival, Kate",0,0,658
35977,Letters of Abelard and Heloise,Heloïse,0,1163,657
13726,"Apology, Crito, and Phaedo of Socrates",Plato,-428,-348,657
58871,My Musical Life,"Damrosch, Walter",0,0,656
143,The Mayor of Casterbridge,"Hardy, Thomas",1840,1928,656
27424,Cautionary Tales for Children,"Belloc, Hilaire",1870,1953,654
11000,An Old Babylonian Version of the Gilgamesh Epic,"Clay, Albert Tobias",1866,1925,654
1429,"The Garden Party, and Other Stories","Mansfield, Katherine",1888,1923,652
27238,Woodworking Tools 1600-1900,"Welsh, Peter C.",0,0,652
537,Tales of Terror and Mystery,"Doyle, Arthur Conan",1859,1930,650
58566,Travels and Adventures of Little Baron Trump and His Wonderful Dog Bulger,"Lockwood, Ingersoll",1841,0,650
41360,The Elementary Forms of the Religious Life,"Durkheim, Emile",1858,1917,649
507,Adam Bede,"Eliot, George",1819,1880,648
18947,The Younger Edda,"Sturluson, Snorri",0,1241,648
58869,East London,"Besant, Walter",1836,1901,647
39452,The Pilgrim's Progress by John Bunyan Every Child Can Read,"Bunyan, John",1628,1688,646
233,Sister Carrie: A Novel,"Dreiser, Theodore",1871,1945,644
1777,Romeo and Juliet,"Shakespeare, William",1564,1616,644
11438,The Willows,"Blackwood, Algernon",1869,1951,642
28696,Symbolic Logic,"Carroll, Lewis",1832,1898,642
1081,Dead Souls,"Gogol, Nikolai Vasilevich",1809,1852,642
70,What Is Man? and Other Essays,"Twain, Mark",1835,1910,640
42796,The Box-Car Children,"Warner, Gertrude Chandler",1890,1979,639
58915,Voyage to Jupiter,"Samz, Jane",0,0,637
58754,Soffrona and her Cat Muff,"Sherwood, Mrs. (Mary Martha)",1775,1851,637
28497,Myths of the Norsemen: From the Eddas and Sagas,"Guerber, H. A. (Helene Adeline)",1859,1929,635
18735,The Little Red Hen: An Old English Folk Tale,,0,0,635
18442,Fifty Famous Stories Retold,"Baldwin, James",1841,1925,634
5324,The Book of Were-Wolves,"Baring-Gould, S. (Sabine)",1834,1924,634
624,"Looking Backward, 2000 to 1887","Bellamy, Edward",1850,1898,634
14314,Etiquette,"Post, Emily",1873,1960,634
30601,How to Analyze People on Sight,"Benedict, Ralph Paine",0,0,633
7213,My Life and Work,"Ford, Henry",1863,1947,633
36462,King Arthur and the Knights of the Round Table,"Malory, Thomas, Sir",0,1471,633
3250,"How to Tell a Story, and Other Essays","Twain, Mark",1835,1910,633
1643,Meno,Plato,-428,-348,632
2274,How to Live on 24 Hours a Day,"Bennett, Arnold",1867,1931,631
1732,"The Schoolmistress, and Other Stories","Chekhov, Anton Pavlovich",1860,1904,631
44315,"Plutarch's Lives, Volume 4 (of 4)",Plutarch,46,119,631
38594,Poems,"Rilke, Rainer Maria",1875,1926,631
45478,The Good Girl,Anonymous,0,0,630
15143,Famous Modern Ghost Stories,,0,0,630
42474,1000 Mythological Characters Briefly Described,"Ellis, Edward Sylvester",1840,1916,629
23042,The Tempest,"Shakespeare, William",1564,1616,628
33870,Chess Fundamentals,"Capablanca, Jose Raúl",1888,1942,625
35688,Alice in Wonderland,"Carroll, Lewis",1832,1898,622
6923,The Miser,Moliere,1622,1673,622
2892,Irish Fairy Tales,"Stephens, James",1882,1950,622
501,The Story of Doctor Dolittle,"Lofting, Hugh",1886,1947,621
1719,The Ballad of the White Horse,"Chesterton, G. K. (Gilbert Keith)",1874,1936,619
58841,"The Holyhead Road, Vol 2","Harper, Charles G. (Charles George)",1863,1943,617
11592,Children's Hour with Red Riding Hood and Other Stories,,0,0,617
26073,"The Metamorphoses of Ovid, Books VIII-XV",Ovid,-43,17,616
14988,Cicero's Tusculan Disputations,"Cicero, Marcus Tullius",-106,-43,615
217,Sons and Lovers,"Lawrence, D. H. (David Herbert)",1885,1930,614
831,Four Arthurian Romances,"Chretien, de Troyes, active 12th century",0,0,613
792,Wieland,"Brown, Charles Brockden",1771,1810,612
30344,The Fortunate Mistress (Parts 1 and 2),"Defoe, Daniel",0,1731,612
16317,The Art of Public Speaking,"Esenwein, J. Berg (Joseph Berg)",1867,1946,612
36238,"The Mantle, and Other Stories","Gogol, Nikolai Vasilevich",1809,1852,612
41697,Merck's 1899 Manual of the Materia Medica,Merck & Co.,0,0,612
58842,Improved Queen-Rearing,"Alley, Henry",0,0,611
40745,Short Stories,"Dostoyevsky, Fyodor",1821,1881,611
58736,English Church Architecture of the Middle Ages: An Elementary Handbook,"Smith, A. Freeman",0,0,611
1164,The Iron Heel,"London, Jack",1876,1916,610
36034,"White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X","Dostoyevsky, Fyodor",1821,1881,609
15396,Tender Buttons: Objects-Food-Rooms,"Stein, Gertrude",1874,1946,609
10940,"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period","Jacob, P. L.",1806,1884,608
10657,"'""De Bello Gallico' and Other Commentaries""","Caesar, Julius",-100,-44,605
9070,The Imaginary Invalid,Moliere,1622,1673,605
10150,Dracula's Guest,"Stoker, Bram",1847,1912,605
56796,1000 Things Worth Knowing,"Fowler, Nathaniel C. (Nathaniel Clark)",1858,1918,604
1094,Tamburlaine the Great - Part 1,"Marlowe, Christopher",1564,1593,602
1450,Pollyanna,"Porter, Eleanor H. (Eleanor Hodgman)",1868,1920,602
882,"Sketches by Boz, Illustrative of Every-Day Life and Every-Day People","Dickens, Charles",1812,1870,601
31591,Language of Flowers,"Greenaway, Kate",1846,1901,601
3021,A Boy's Will,"Frost, Robert",1874,1963,600
58795,Memoir of a Brother,"Hughes, Thomas",1822,1896,600
28500,All About Coffee,"Ukers, William H. (William Harrison)",1873,1945,600
58914,The White Eagle of Poland,"Benson, E. F. (Edward Frederic)",1867,1940,599
54,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,598
52915,The Will to Power,"Nietzsche, Friedrich Wilhelm",1844,1900,597
2529,The Analysis of Mind,"Russell, Bertrand",1872,1970,597
58721,Unwelcomed Visitor,"Samachson, Joseph",1906,1980,597
348,"Hesiod, the Homeric Hymns, and Homerica",Hesiod,0,0,596
1887,The Life of the Spider,"Fabre, Jean-Henri",1823,1915,594
325,Phantastes: A Faerie Romance for Men and Women,"MacDonald, George",1824,1905,593
7524,The Germany and the Agricola of Tacitus,"Tacitus, Cornelius",56,117,593
3836,Swiss Family Robinson,"Wyss, Johann David",1743,1818,593
27458,Aeschylus' Prometheus Bound and the Seven Against Thebes,Aeschylus,-525,-456,591
48225,Collected Papers on Analytical Psychology,"Jung, C. G. (Carl Gustav)",1875,1961,590
12849,"The Tinguian: Social, Religious, and Economic Life of a Philippine Tribe","Cole, Fay-Cooper",1881,1961,588
58854,"Graham's Magazine, Vol. XXXI,  No. 1, July 1847",Various,0,0,588
964,The Merry Adventures of Robin Hood,"Pyle, Howard",1853,1911,586
18247,The Last Man,"Shelley, Mary Wollstonecraft",1797,1851,585
22542,Jesus the Christ,"Talmage, James E. (James Edward)",1862,1933,585
3796,Rilla of Ingleside,"Montgomery, L. M. (Lucy Maud)",1874,1942,584
10135,"The Great English Short-Story Writers, Volume 1",,0,0,583
257,Troilus and Criseyde,"Chaucer, Geoffrey",1342,1400,581
22089,The Liberty Minstrel,"Clark, George Washington",1812,0,580
12228,Home Geography for Primary Grades,"Long, C. C.",0,0,580
107,Far from the Madding Crowd,"Hardy, Thomas",1840,1928,578
913,A Hero of Our Time,"Lermontov, Mikhail Iurevich",1814,1841,578
52958,Revelations of Divine Love,"Julian, of Norwich",1343,0,577
901,The Jew of Malta,"Marlowe, Christopher",1564,1593,576
3330,The Analects of Confucius (from the Chinese Classics),Confucius,-551,-479,575
41082,The Golden Bough: A Study in Comparative Religion (Vol. 1 of 2),"Frazer, James George",1854,1941,575
58803,The Witch-Maid and other verses,"Mackellar, Dorothea",0,0,575
58660,Pussy and Her Language,"Clark, Marvin R.",0,0,573
6867,"Lineage, Life and Labors of Jose Rizal, Philippine Patriot","Craig, Austin",1872,0,573
31469,The Shunned House,"Lovecraft, H. P. (Howard Phillips)",1890,1937,573
34081,Myths & Legends of the Celtic Race,"Rolleston, T. W. (Thomas William)",1857,1920,573
20023,The Letters of Queen Victoria,"Victoria, Queen of Great Britain",1819,1901,571
30092,Lords of the Housetops: Thirteen Cat Tales,,0,0,570
29021,The Fairy Tales of Charles Perrault,"Perrault, Charles",1628,1703,568
10577,International Short Stories: French,,0,0,567
38280,Modern Essays,,0,0,567
2153,Mary Barton,"Gaskell, Elizabeth Cleghorn",1810,1865,566
27942,"A System of Logic, Ratiocinative and Inductive","Mill, John Stuart",1806,1873,566
830,The Argonautica,"Apollonius, Rhodius",0,0,563
45988,Novum Organum,"Bacon, Francis",1561,1626,563
2465,Carmen,"Merimee, Prosper",1803,1870,563
5199,"South! The Story of Shackleton's Last Expedition, 1914-1917","Shackleton, Ernest Henry, Sir",1874,1922,562
3206,Moby Multiple Language Lists of Common Words,"Ward, Grady",1951,0,562
58886,The Crescent Moon,"Young, Francis Brett",1884,1954,562
49260,The History of Orange County New York,,0,0,561
25447,Mysticism and Logic and Other Essays,"Russell, Bertrand",1872,1970,561
7841,"A Primary Reader: Old-time Stories, Fairy Tales and Myths Retold by Children","Smythe, E. Louise (Emma Louise)",1858,0,560
610,Idylls of the King,"Tennyson, Alfred Tennyson, Baron",1809,1892,560
58835,Index of the Project Gutenberg Works of Jules Verne,"Verne, Jules",1828,1905,560
1156,Babbitt,"Lewis, Sinclair",1885,1951,559
58867,Biology and its Makers: With Portraits and Other Illustrations,"Locy, William A.",0,0,559
46853,Le Morte Darthur,"Malory, Thomas, Sir",0,1471,559
