id,title,author,author_birth_year,author_death_year,downloads
1342,Pride and Prejudice,"Austen, Jane",1775,1817,48057
84,Frankenstein,"Shelley, Mary Wollstonecraft",1797,1851,24822
1080,A Modest Proposal,"Swift, Jonathan",1667,1745,21986
219,Heart of Darkness,"Conrad, Joseph",1857,1924,21688
98,A Tale of Two Cities,"Dickens, Charles",1812,1870,21564
2542,A Doll's House,"Ibsen, Henrik",1828,1906,18856
11,Alice's Adventures in Wonderland,"Carroll, Lewis",1832,1898,16816
1661,The Adventures of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,16726
2701,Moby Dick,"Melville, Herman",1819,1891,16402
76,Adventures of Huckleberry Finn,"Twain, Mark",1835,1910,15597
844,The Importance of Being Earnest,"Wilde, Oscar",1854,1900,15541
1952,The Yellow Wallpaper,"Gilman, Charlotte Perkins",1860,1935,14246
74,The Adventures of Tom Sawyer,"Twain, Mark",1835,1910,13126
16328,Beowulf: An Anglo-Saxon Epic Poem,,0,0,12846
43,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",1850,1894,12681
345,Dracula,"Stoker, Bram",1847,1912,12667
5200,Metamorphosis,"Kafka, Franz",1883,1924,12483
2554,Crime and Punishment,"Dostoyevsky, Fyodor",1821,1881,12325
6130,The Iliad,Homer,-750,-650,11759
2591,Grimms' Fairy Tales,"Grimm, Wilhelm",1786,1859,11523
1260,Jane Eyre: An Autobiography,"Bronte, Charlotte",1816,1855,10985
160,"The Awakening, and Selected Short Stories","Chopin, Kate",1850,1904,10645
408,The Souls of Black Folk,"Du Bois, W. E. B. (William Edward Burghardt)",1868,1963,10612
2600,War and Peace,"Tolstoy, Leo, graf",1828,1910,10165
25344,The Scarlet Letter,"Hawthorne, Nathaniel",1804,1864,9500
174,The Picture of Dorian Gray,"Wilde, Oscar",1854,1900,9231
205,"Walden, and On The Duty Of Civil Disobedience","Thoreau, Henry David",1817,1862,9217
1184,The Count of Monte Cristo,"Dumas, Alexandre",1802,1870,9045
1400,Great Expectations,"Dickens, Charles",1812,1870,8999
46,A Christmas Carol,"Dickens, Charles",1812,1870,8680
57426,Baron Trump's Marvellous Underground Journey,"Lockwood, Ingersoll",1841,0,8661
4300,Ulysses,"Joyce, James",1882,1941,8374
1322,Leaves of Grass,"Whitman, Walt",1819,1892,8116
2814,Dubliners,"Joyce, James",1882,1941,8096
1232,The Prince,"Machiavelli, Niccolo",1469,1527,8011
158,Emma,"Austen, Jane",1775,1817,7893
16,Peter Pan,"Barrie, J. M. (James Matthew)",1860,1937,7499
3207,Leviathan,"Hobbes, Thomas",1588,1679,7487
1497,The Republic,Plato,-428,-348,7264
120,Treasure Island,"Stevenson, Robert Louis",1850,1894,7096
28054,The Brothers Karamazov,"Dostoyevsky, Fyodor",1821,1881,7021
135,Les Miserables,"Hugo, Victor",1802,1885,6587
851,Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,"Rowlandson, Mary White",0,1711,6496
768,Wuthering Heights,"Bronte, Emily",1818,1848,6332
2500,Siddhartha,"Hesse, Hermann",1877,1962,6211
19942,Candide,Voltaire,1694,1778,6106
244,A Study in Scarlet,"Doyle, Arthur Conan",1859,1930,6083
23,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick",1818,1895,6054
3600,Essays of Michel de Montaigne - Complete,"Montaigne, Michel de",1533,1592,5733
20203,Autobiography of Benjamin Franklin,"Franklin, Benjamin",1706,1790,5717
1934,"Songs of Innocence, and Songs of Experience","Blake, William",1757,1827,5698
55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,5677
375,An Occurrence at Owl Creek Bridge,"Bierce, Ambrose",1842,1913,5603
8800,The Divine Comedy,"Alighieri,Dante",1265,1321,5520
3825,Pygmalion,"Shaw, Bernard",1856,1950,5478
2852,The Hound of the Baskervilles,"Doyle, Arthur Conan",1859,1930,5456
203,Uncle Tom's Cabin,"Stowe, Harriet Beecher",1811,1896,5373
161,Sense and Sensibility,"Austen, Jane",1775,1817,5349
786,Hard Times,"Dickens, Charles",1812,1870,5180
7370,Second Treatise of Government,"Locke, John",1632,1704,5116
829,Gulliver's Travels into Several Remote Nations of the World,"Swift, Jonathan",1667,1745,5018
30360,"My Secret Life, Volumes I. to III.: 1888 Edition",Anonymous,0,0,4980
35,The Time Machine,"Wells, H. G. (Herbert George)",1866,1946,4903
100,The Complete Works of William Shakespeare,"Shakespeare, William",1564,1616,4816
521,The Life and Adventures of Robinson Crusoe,"Defoe, Daniel",0,1731,4726
514,Little Women,"Alcott, Louisa May",1832,1888,4719
15399,The Interesting Narrative of the Life of Olaudah Equiano,"Equiano, Olaudah",1745,1797,4691
4363,Beyond Good and Evil,"Nietzsche, Friedrich Wilhelm",1844,1900,4670
2148,The Works of Edgar Allan Poe - Volume 2,"Poe, Edgar Allan",1809,1849,4559
2097,The Sign of the Four,"Doyle, Arthur Conan",1859,1930,4475
61,The Communist Manifesto,"Marx, Karl",1818,1883,4449
1998,Thus Spake Zarathustra: A Book for All and None,"Nietzsche, Friedrich Wilhelm",1844,1900,4434
140,The Jungle,"Sinclair, Upton",1878,1968,4434
730,Oliver Twist,"Dickens, Charles",1812,1870,4376
41,The Legend of Sleepy Hollow,"Irving, Washington",1783,1859,4295
45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",1874,1942,4271
2680,Meditations,"Marcus Aurelius, Emperor of Rome",121,180,4260
58585,The Prophet,"Gibran, Kahlil",1883,1931,4215
113,The Secret Garden,"Burnett, Frances Hodgson",1849,1924,4207
1250,Anthem,"Rand, Ayn",1905,1982,4171
10,The King James Version of the Bible,,0,0,4125
36,The War of the Worlds,"Wells, H. G. (Herbert George)",1866,1946,4086
4517,Ethan Frome,"Wharton, Edith",1862,1937,4078
209,The Turn of the Screw,"James, Henry",1843,1916,4059
26184,Simple Sabotage Field Manual,United States. Office of Strategic Services,0,0,4045
863,The Mysterious Affair at Styles,"Christie, Agatha",1890,1976,4005
996,Don Quixote,"Cervantes Saavedra, Miguel de",1547,1616,3905
512,"Mosses from an Old Manse, and Other Stories","Hawthorne, Nathaniel",1804,1864,3845
13415,The Lady with the Dog and Other Stories,"Chekhov, Anton Pavlovich",1860,1904,3827
34901,On Liberty,"Mill, John Stuart",1806,1873,3815
147,Common Sense,"Paine, Thomas",1737,1809,3758
45502,How the Other Half Lives,"Riis, Jacob A. (Jacob August)",1849,1914,3730
972,The Devil's Dictionary,"Bierce, Ambrose",1842,1913,3664
1399,Anna Karenina,"Tolstoy, Leo, graf",1828,1910,3614
1251,Le Morte d'Arthur: Volume 1,"Malory, Thomas, Sir",0,1471,3589
1727,The Odyssey,Homer,-750,-650,3561
141,Mansfield Park,"Austen, Jane",1775,1817,3505
4093,Hedda Gabler,"Ibsen, Henrik",1828,1906,3374
215,The Call of the Wild,"London, Jack",1876,1916,3337
121,Northanger Abbey,"Austen, Jane",1775,1817,3304
600,Notes from the Underground,"Dostoyevsky, Fyodor",1821,1881,3302
3296,The Confessions of St. Augustine,"Augustine, Saint, Bishop of Hippo",354,430,3300
25305,Memoirs of Fanny Hill,"Cleland, John",1709,1789,3266
1228,On the Origin of Species By Means of Natural Selection,"Darwin, Charles",1809,1882,3264
779,The Tragical History of Doctor Faustus,"Marlowe, Christopher",1564,1593,3248
5827,The Problems of Philosophy,"Russell, Bertrand",1872,1970,3204
21279,2 B R 0 2 B,"Vonnegut, Kurt",1922,2007,3155
105,Persuasion,"Austen, Jane",1775,1817,3148
1112,The Tragedy of Romeo and Juliet,"Shakespeare, William",1564,1616,3100
1974,The Poetics of Aristotle,Aristotle,-384,-322,3080
28520,Forbidden Fruit,Anonymous,0,0,3053
815,Democracy in America - Volume 1,"Tocqueville, Alexis de",1805,1859,3023
2413,Madame Bovary,"Flaubert, Gustave",1821,1880,2979
766,David Copperfield,"Dickens, Charles",1812,1870,2977
2147,The Works of Edgar Allan Poe - Volume 1,"Poe, Edgar Allan",1809,1849,2922
16643,Essays by Ralph Waldo Emerson,"Emerson, Ralph Waldo",1803,1882,2913
25717,The History of the Decline and Fall of the Roman Empire,"Gibbon, Edward",1737,1794,2829
236,The Jungle Book,"Kipling, Rudyard",1865,1936,2829
10676,The Reign of Greed,"Rizal, Jose",1861,1896,2783
14975,Southern Horrors: Lynch Law in All Its Phases,"Wells-Barnett, Ida B.",1862,1931,2660
2130,Utopia,"More, Thomas, Saint",1478,1535,2622
932,The Fall of the House of Usher,"Poe, Edgar Allan",1809,1849,2594
8492,The King in Yellow,"Chambers, Robert W. (Robert William)",1865,1933,2567
20,Paradise Lost,"Milton, John",1608,1674,2565
12,Through the Looking-Glass,"Carroll, Lewis",1832,1898,2537
37134,The Elements of Style,"Strunk, William",1869,1946,2536
1404,The Federalist Papers,"Hamilton, Alexander",1757,1804,2533
4276,North and South,"Gaskell, Elizabeth Cleghorn",1810,1865,2505
14838,The Tale of Peter Rabbit,"Potter, Beatrix",1866,1943,2490
14591,Faust,"Goethe, Johann Wolfgang von",1749,1832,2467
11030,"Incidents in the Life of a Slave Girl, Written by Herself","Jacobs, Harriet A. (Harriet Ann)",1813,1897,2438
2527,The Sorrows of Young Werther,"Goethe, Johann Wolfgang von",1749,1832,2374
1754,The Sea-Gull,"Chekhov, Anton Pavlovich",1860,1904,2365
910,White Fang,"London, Jack",1876,1916,2338
1155,The Secret Adversary,"Christie, Agatha",1890,1976,2327
308,Three Men in a Boat,"Jerome, Jerome K. (Jerome Klapka)",1859,1927,2326
18269,Pascal's Pensees,"Pascal, Blaise",1623,1662,2326
6737,The Social Cancer: A Complete English Version of Noli Me Tangere,"Rizal, Jose",1861,1896,2325
902,"The Happy Prince, and Other Tales","Wilde, Oscar",1854,1900,2322
10007,Carmilla,"Le Fanu, Joseph Sheridan",1814,1873,2303
852,Democracy and Education: An Introduction to the Philosophy of Education,"Dewey, John",1859,1952,2291
58789,Robin Hood,Anonymous,0,0,2278
145,Middlemarch,"Eliot, George",1819,1880,2256
4217,A Portrait of the Artist as a Young Man,"Joyce, James",1882,1941,2251
21700,Don Juan,"Byron, George Gordon Byron, Baron",1788,1824,2249
1600,Symposium,Plato,-428,-348,2238
1524,"Hamlet, Prince of Denmark","Shakespeare, William",1564,1616,2227
31,Plays of Sophocles,Sophocles,-496,-406,2204
696,The Castle of Otranto,"Walpole, Horace",1717,1797,2200
38427,The World as Will and Idea (Vol. 1 of 3),"Schopenhauer, Arthur",1788,1860,2198
5131,Childe Harold's Pilgrimage,"Byron, George Gordon Byron, Baron",1788,1824,2193
4705,A Treatise of Human Nature,"Hume, David",1711,1776,2164
3300,An Inquiry into the Nature and Causes of the Wealth of Nations,"Smith, Adam",1723,1790,2164
885,An Ideal Husband,"Wilde, Oscar",1854,1900,2158
9800,The Rape of the Lock and Other Poems,"Pope, Alexander",1688,1744,2156
541,The Age of Innocence,"Wharton, Edith",1862,1937,2133
7142,The History of the Peloponnesian War,Thucydides,-460,-395,2131
58866,The Murder on the Links,"Christie, Agatha",1890,1976,2112
3176,The Innocents Abroad,"Twain, Mark",1835,1910,2099
86,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",1835,1910,2093
6124,Pamela,"Richardson, Samuel",1689,1761,2087
1023,Bleak House,"Dickens, Charles",1812,1870,2073
245,Life on the Mississippi,"Twain, Mark",1835,1910,2060
24869,"The Ramayan of Valmiki, translated into English verse",Valmiki,0,0,2047
45631,Twelve Years a Slave,"Northup, Solomon",1808,0,2040
7700,Lysistrata,Aristophanes,-450,-388,2035
10623,Plays,"Glaspell, Susan",1876,1948,2018
14264,The Practice and Science of Drawing,"Speed, Harold",1873,0,2005
685,The Atomic Bombings of Hiroshima and Nagasaki,United States. Army. Corps of Engineers. Manhattan District,0,0,1992
284,The House of Mirth,"Wharton, Edith",1862,1937,1984
19322,The Antichrist,"Nietzsche, Friedrich Wilhelm",1844,1900,1977
148,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",1706,1790,1968
3090,Complete Original Short Stories of Guy De Maupassant,"Maupassant, Guy de",1850,1893,1963
132,The Art of War,"Sunzi, active 6th century B.C.",0,0,1954
164,Twenty Thousand Leagues under the Sea,"Verne, Jules",1828,1905,1949
1837,The Prince and the Pauper,"Twain, Mark",1835,1910,1929
14977,The Red Record,"Wells-Barnett, Ida B.",1862,1931,1922
2848,Antiquities of the Jews,"Josephus, Flavius",37,0,1910
103,Around the World in Eighty Days,"Verne, Jules",1828,1905,1910
2638,The Idiot,"Dostoyevsky, Fyodor",1821,1881,1908
25141,The Pursuit of God,"Tozer, A. W. (Aiden Wilson)",1897,1963,1905
102,The Tragedy of Pudd'nhead Wilson,"Twain, Mark",1835,1910,1903
1597,Andersen's Fairy Tales,"Andersen, H. C. (Hans Christian)",1805,1875,1898
9622,"Lyrical Ballads, With a Few Other Poems (1798)","Coleridge, Samuel Taylor",1772,1834,1890
22381,Myths and Legends of Ancient Greece and Rome,"Berens, E. M.",0,0,1886
22657,"Steam, Its Generation and Use",Babcock & Wilcox Company,0,0,1881
45109,The Enchiridion,Epictetus,55,135,1848
58744,Money is the Root of All Good,"Wilkins, Patrick",0,0,1831
834,The Memoirs of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,1818
11231,"Bartleby, the Scrivener: A Story of Wall-Street","Melville, Herman",1819,1891,1803
2264,Macbeth,"Shakespeare, William",1564,1616,1800
131,The Pilgrim's Progress from this world to that which is to come,"Bunyan, John",1628,1688,1789
1257,The Three Musketeers,"Dumas, Alexandre",1802,1870,1778
7849,The Trial,"Kafka, Franz",1883,1924,1768
3800,Ethics,"Spinoza, Benedictus de",1632,1677,1758
58820,Whose Body?,"Sayers, Dorothy L. (Dorothy Leigh)",1893,1957,1757
3420,A Vindication of the Rights of Woman,"Wollstonecraft, Mary",1759,1797,1757
35123,"The Ladies' Book of Etiquette, and Manual of Politeness","Hartley, Florence",0,0,1755
4280,The Critique of Pure Reason,"Kant, Immanuel",1724,1804,1739
73,The Red Badge of Courage,"Crane, Stephen",1871,1900,1731
45304,"The City of God, Volume I","Augustine, Saint, Bishop of Hippo",354,430,1726
159,The Island of Doctor Moreau,"Wells, H. G. (Herbert George)",1866,1946,1725
2781,Just So Stories,"Kipling, Rudyard",1865,1936,1715
110,Tess of the d'Urbervilles,"Hardy, Thomas",1840,1928,1711
59,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,"Descartes, Rene",1596,1650,1701
58874,Tarzan and the Golden Lion,"Burroughs, Edgar Rice",1875,1950,1695
14005,The Ladies Delight,Anonymous,0,0,1692
2707,The History of Herodotus - Volume 1,Herodotus,-484,-430,1682
2610,Notre-Dame de Paris,"Hugo, Victor",1802,1885,1681
5230,The Invisible Man: A Grotesque Romance,"Wells, H. G. (Herbert George)",1866,1946,1671
1656,Apology,Plato,-428,-348,1667
2641,A Room with a View,"Forster, E. M. (Edward Morgan)",1879,1970,1665
1200,Gargantua and Pantagruel,"Rabelais, Francois",0,0,1665
82,Ivanhoe: A Romance,"Scott, Walter",1771,1832,1656
1240,The Playboy of the Western World: A Comedy in Three Acts,"Synge, J. M. (John Millington)",1871,1909,1656
62,A Princess of Mars,"Burroughs, Edgar Rice",1875,1950,1641
58781,Lives of Famous Indian Chiefs,"Wood, Norman B.",0,0,1638
15210,Darkwater: Voices from Within the Veil,"Du Bois, W. E. B. (William Edward Burghardt)",1868,1963,1625
2383,"The Canterbury Tales, and Other Poems","Chaucer, Geoffrey",1342,1400,1619
7178,Swann's Way,"Proust, Marcel",1871,1922,1614
5225,The Satyricon - Complete,Petronius Arbiter,20,66,1611
58878,Donahey's Cartoons,"Donahey, J. H.",0,0,1593
447,Maggie: A Girl of the Streets,"Crane, Stephen",1871,1900,1585
8775,Poems,"Hugo, Victor",1802,1885,1583
41617,A Complete Guide to Heraldry,"Fox-Davies, Arthur Charles",1871,1928,1578
15272,"Spenser's The Faerie Queene, Book I","Spenser, Edmund",1551,1599,1576
12116,Struwwelpeter,"Hoffmann, Heinrich",1809,1894,1567
940,The Last of the Mohicans; A narrative of 1757,"Cooper, James Fenimore",1789,1851,1565
228,The Aeneid,Virgil,-70,-19,1560
108,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,1552
146,A Little Princess,"Burnett, Frances Hodgson",1849,1924,1550
13701,"The Philippine Islands, 1493-1898 - Volume 07 of 55",,0,0,1547
155,The Moonstone,"Collins, Wilkie",1824,1889,1543
58813,Cartoons on the War,"Robinson, Boardman",0,0,1543
21765,"The Metamorphoses of Ovid, Books I-VII",Ovid,-43,17,1541
1292,The Way of the World,"Congreve, William",1670,1729,1540
289,The Wind in the Willows,"Grahame, Kenneth",1859,1932,1536
550,Silas Marner,"Eliot, George",1819,1880,1532
599,Vanity Fair,"Thackeray, William Makepeace",1811,1863,1531
583,The Woman in White,"Collins, Wilkie",1824,1889,1526
58766,"Suicide: Its History, Literature, Jurisprudence, Causation, and Prevention","Westcott, W. Wynn (William Wynn)",1848,1925,1515
4507,As a Man Thinketh,"Allen, James",1864,1912,1513
10625,A Concise Dictionary of Middle English from A.D. 1150 to 1580,"Mayhew, A. L. (Anthony Lawson)",1842,0,1503
805,This Side of Paradise,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,1500
6852,Venus in Furs,"Sacher-Masoch, Leopold, Ritter von",1835,1895,1500
208,Daisy Miller: A Study,"James, Henry",1843,1916,1492
31547,Youth,"Asimov, Isaac",1920,1992,1487
6087,The Vampyre; a Tale,"Polidori, John William",1795,1821,1484
28522,Laura Middleton; Her Brother and her Lover,Anonymous,0,0,1464
58763,"Jack Jingle, and Sucky Shingle",Anonymous,0,0,1461
23700,The Decameron of Giovanni Boccaccio,"Boccaccio, Giovanni",1313,1375,1460
58834,London City,"Besant, Walter",1836,1901,1456
175,The Phantom of the Opera,"Leroux, Gaston",1868,1927,1456
5921,"The History of Don Quixote, Volume 1, Complete","Cervantes Saavedra, Miguel de",1547,1616,1453
27867,"Scientific American magazine, Vol. 2 Issue 1",Various,0,0,1452
71,On the Duty of Civil Disobedience,"Thoreau, Henry David",1817,1862,1451
3913,The Confessions of Jean Jacques Rousseau - Complete,"Rousseau, Jean-Jacques",1712,1778,1446
242,My Antonia,"Cather, Willa",1873,1947,1445
4367,"Personal Memoirs of U. S. Grant, Complete","Grant, Ulysses S. (Ulysses Simpson)",1822,1885,1441
58769,The Life of a Fox: Written by Himself,"Smith, Thomas F. A.",1875,0,1441
51,Anne of the Island,"Montgomery, L. M. (Lucy Maud)",1874,1942,1440
19994,The Aesop for Children,Aesop,0,0,1432
8164,My Man Jeeves,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,1424
8578,The Grand Inquisitor,"Dostoyevsky, Fyodor",1821,1881,1415
580,The Pickwick Papers,"Dickens, Charles",1812,1870,1413
32,Herland,"Gilman, Charlotte Perkins",1860,1935,1407
42884,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522","Pigafetta, Antonio",0,0,1403
12122,"The Monkey's Paw: The Lady of the Barge and Others, Part 2.","Jacobs, W. W. (William Wymark)",1863,1943,1388
1254,Cyrano de Bergerac,"Rostand, Edmond",1868,1918,1387
421,Kidnapped,"Stevenson, Robert Louis",1850,1894,1378
7256,The Gift of the Magi,"Henry, O.",1862,1910,1377
1946,On War - Volume 1,"Clausewitz, Carl von",1780,1831,1375
4081,The Alchemist,"Jonson, Ben",0,1637,1367
2376,Up from Slavery: An Autobiography,"Washington, Booker T.",1856,1915,1365
37423,How We Think,"Dewey, John",1859,1952,1355
1756,Uncle Vanya: Scenes from Country Life in Four Acts,"Chekhov, Anton Pavlovich",1860,1904,1354
35899,The Philippines a Century Hence,"Rizal, Jose",1861,1896,1340
26654,Peter and Wendy,"Barrie, J. M. (James Matthew)",1860,1937,1336
12030,"The Spectator, Volumes 1, 2 and 3: With Translations and Index for the Series","Addison, Joseph",1672,1719,1334
3618,Arms and the Man,"Shaw, Bernard",1856,1950,1328
29433,Nature,"Emerson, Ralph Waldo",1803,1882,1326
974,The Secret Agent: A Simple Tale,"Conrad, Joseph",1857,1924,1325
3186,"The Mysterious Stranger, and Other Stories","Twain, Mark",1835,1910,1321
40074,A Dictionary of Cebuano Visayan,"Wolff, John U.",0,0,1321
8525,"Eve's Diary, Complete","Twain, Mark",1835,1910,1319
58765,The Cowardly Lion of Oz,"Thompson, Ruth Plumly",1893,1976,1317
58755,A Lost Leader: A Tale of Restoration Days,"Townshend, Dorothea",0,0,1315
3177,Roughing It,"Twain, Mark",1835,1910,1313
15250,Myths and Legends of China,"Werner, E. T. C. (Edward Theodore Chalmers)",1864,1954,1309
20239,The Ten Books on Architecture,Vitruvius Pollio,0,0,1308
11339,Aesop's Fables; a new translation,Aesop,0,0,1307
25929,Daemonologie.,"James I, King of England",1566,1625,1305
621,The Varieties of Religious Experience: A Study in Human Nature,"James, William",1842,1910,1289
8438,The Ethics of Aristotle,Aristotle,-384,-322,1284
58753,The Roses of Saint Elizabeth,"Woodruff, Jane Scott",0,0,1284
500,The Adventures of Pinocchio,"Collodi, Carlo",1826,1890,1279
383,She Stoops to Conquer,"Goldsmith, Oliver",0,1774,1276
32032,Second Variety,"Dick, Philip K.",1928,1982,1270
47,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)",1874,1942,1258
883,Our Mutual Friend,"Dickens, Charles",1812,1870,1253
2166,King Solomon's Mines,"Haggard, H. Rider (Henry Rider)",1856,1925,1227
2446,An Enemy of the People,"Ibsen, Henrik",1828,1906,1227
9662,An Enquiry Concerning Human Understanding,"Hume, David",1711,1776,1221
1321,The Waste Land,"Eliot, T. S. (Thomas Stearns)",1888,1965,1216
202,My Bondage and My Freedom,"Douglass, Frederick",1818,1895,1212
2232,The Duchess of Malfi,"Webster, John",0,0,1202
10609,English Literature: Its History and Its Significance,"Long, William J. (William Joseph)",1867,1952,1200
204,The Innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",1874,1936,1198
56006,One Thousand Ways to Make Money,"Fox, Page",0,0,1198
50133,The Dunwich Horror,"Lovecraft, H. P. (Howard Phillips)",1890,1937,1194
921,De Profundis,"Wilde, Oscar",1854,1900,1194
15043,"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)","Burke, Edmund",1729,1797,1192
78,Tarzan of the Apes,"Burroughs, Edgar Rice",1875,1950,1189
58784,And Gone Tomorrow,"Offut, Andy",0,0,1188
5000,The Notebooks of Leonardo Da Vinci - Complete,"Leonardo, da Vinci",1452,1519,1186
14328,The Consolation of Philosophy,Boethius,480,524,1183
58764,Cycle Rides Round London,"Harper, Charles G. (Charles George)",1863,1943,1180
58771,The Lost Tribes of the Irish in the South,"Cobb, Irvin S. (Irvin Shrewsbury)",1876,1944,1174
2850,The Wars of the Jews,"Josephus, Flavius",37,0,1174
58785,The Gray Angels,"Bartley, Nalbro",1888,0,1165
20321,A Brief Account of the Destruction of the Indies,"Casas, Bartolome de las",1484,1566,1163
558,The Thirty-Nine Steps,"Buchan, John",1875,1940,1162
1549,Commentary on the Epistle to the Galatians,"Luther, Martin",1483,1546,1160
2428,An Essay on Man; Moral Essays and Satires,"Pope, Alexander",1688,1744,1160
8117,The Possessed (The Devils),"Dostoyevsky, Fyodor",1821,1881,1153
946,Lady Susan,"Austen, Jane",1775,1817,1151
1695,The Man Who Was Thursday: A Nightmare,"Chesterton, G. K. (Gilbert Keith)",1874,1936,1150
1041,Shakespeare's Sonnets,"Shakespeare, William",1564,1616,1149
876,Life in the Iron-Mills,"Davis, Rebecca Harding",1831,1910,1148
1170,Anabasis,Xenophon,-431,-355,1143
2397,The Story of My Life,"Keller, Helen",1880,1968,1142
24518,Memoirs of Extraordinary Popular Delusions and the Madness of Crowds,"Mackay, Charles",1814,1889,1141
58748,Escape Velocity,"Fontenay, Charles L.",1917,2007,1139
398,The First Book of Adam and Eve,"Platt, Rutherford Hayes",1894,1975,1135
963,Little Dorrit,"Dickens, Charles",1812,1870,1132
58743,Little Boy,"Bixby, Jerome",1923,1998,1129
58762,The New-Year's Bargain,"Coolidge, Susan",1835,1905,1129
1063,The Cask of Amontillado,"Poe, Edgar Allan",1809,1849,1129
10800,The Anatomy of Melancholy,"Burton, Robert",1577,1640,1127
18251,Latin for Beginners,"D'Ooge, Benjamin L. (Benjamin Leonard)",1860,1940,1127
8419,"The Journals of Lewis and Clark, 1804-1806","Lewis, Meriwether",1774,1809,1127
11224,Utilitarianism,"Mill, John Stuart",1806,1873,1124
6688,The Mill on the Floss,"Eliot, George",1819,1880,1123
6081,Biographia Literaria,"Coleridge, Samuel Taylor",1772,1834,1119
1079,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",1713,1768,1113
969,The Tenant of Wildfell Hall,"Bronte, Anne",1820,1849,1111
8581,The Art of Money Getting,"Barnum, P. T. (Phineas Taylor)",1810,1891,1108
833,The Theory of the Leisure Class,"Veblen, Thorstein",1857,1929,1107
58890,The Mysteries and Miseries of San Francisco,Californian,0,0,1103
27673,Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Sophocles,-496,-406,1101
58773,Les Machines,"Love, Joe",0,0,1100
376,A Journal of the Plague Year: Written by a Citizen Who Continued All the While in London,"Defoe, Daniel",0,1731,1098
58850,A Legacy of Fun,"Lincoln, Abraham",1809,1865,1092
40686,Demonology and Devil-lore,"Conway, Moncure Daniel",1832,1907,1091
58895,Bombers' Training and Application of Same in Trench Warfare,"Ferris, J. R.",0,0,1088
58790,A Cold Night for Crying,"Marlowe, Stephen",1928,2008,1086
38269,A History of the Philippines,"Barrows, David P.",1873,1954,1085
45634,Myths of the Cherokee: Extract from the Nineteenth Annual Report of the Bureau of American Ethnology,"Mooney, James",1861,1921,1082
31516,The Eyes Have It,"Dick, Philip K.",1928,1982,1080
139,The Lost World,"Doyle, Arthur Conan",1859,1930,1080
58750,Superstition and Force: Essays on The Wager of Law-The Wager of Battle-The Ordeal-Torture,"Lea, Henry Charles",1825,1909,1077
58826,Double Take,"Griffith, Wilson Parks",0,0,1075
8121,Ghosts,"Ibsen, Henrik",1828,1906,1075
503,The Blue Fairy Book,"Lang, Andrew",1844,1912,1074
1093,The Beast in the Jungle,"James, Henry",1843,1916,1071
58734,Pleasing Poetry and Pictures:: For the Mind and the Eye,Anonymous,0,0,1069
52319,The Genealogy of Morals,"Nietzsche, Friedrich Wilhelm",1844,1900,1066
23218,The Red Room,"Wells, H. G. (Herbert George)",1866,1946,1063
201,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",1838,1926,1062
38485,Ancient Pagan and Modern Christian Symbolism,"Inman, Thomas",1820,1876,1061
40311,China and Pottery Marks,Unknown,0,0,1061
5116,Pragmatism: A New Name for Some Old Ways of Thinking,"James, William",1842,1910,1058
36542,The American Occupation of the Philippines 1898-1912,"Blount, James H. (James Henderson)",1869,1918,1056
13707,Twice Told Tales,"Hawthorne, Nathaniel",1804,1864,1056
967,Nicholas Nickleby,"Dickens, Charles",1812,1870,1050
2040,Confessions of an English Opium-Eater,"De Quincey, Thomas",1785,1859,1045
58827,Wedding Day,"Marks, Winston K.",1915,1979,1042
10554,"Right Ho, Jeeves","Wodehouse, P. G. (Pelham Grenville)",1881,1975,1041
58751,The Friendly Five: A Story,"Hungerford, Mary C.",0,0,1039
128,The Arabian Nights Entertainments,"Lang, Andrew",1844,1912,1038
29558,"Boy Scouts Handbook: The First Edition, 1911",Boy Scouts of America,0,0,1029
2226,Kim,"Kipling, Rudyard",1865,1936,1027
2810,Plunkitt of Tammany Hall,"Plunkitt, George Washington",1842,1924,1027
58752,The Ivory Workers of the Middle Ages,"Cust, Anna Maria",0,0,1025
1074,The Sea-Wolf,"London, Jack",1876,1916,1024
58838,The King's Ring,"Topelius, Zacharias",1818,1898,1024
